-2.1993,-5.7769,6.6036,-1.6196,-4.0194,2.2586,-7.3247,4.0955,-8.1620,12.0713
1.4407,-7.3105,-3.4471,-1.4722,-1.4769,5.1421,-5.6506,0.2206,4.0586,-10.1069
-6.7721,-0.7111,-8.8394,8.5961,-5.5459,5.0537,-5.2820,2.1399,-0.0093,-5.8977
-4.4406,-6.7959,7.2585,6.2488,2.0524,6.1637,6.4465,-3.9559,8.0408,0.5158
-2.8862,7.1236,8.1028,3.2784,-6.9560,-6.8888,-11.3902,6.8520,1.1293,4.2787
1.5381,-4.7530,-12.4758,9.9547,10.0220,5.5758,-4.4451,-4.9333,1.8588,-1.0242
7.7082,2.4177,-4.6234,-8.5940,-2.8646,-4.2601,4.2155,2.2361,8.4928,-0.5671
8.4643,3.6599,-4.0306,-8.9575,-4.3637,-4.7575,5.5352,1.6663,9.3010,-2.6087
4.4746,0.2205,-4.4406,-11.0809,-3.1801,-4.9792,4.4541,0.6540,7.1019,-1.2526
-0.0507,7.0637,3.9717,2.0123,-5.5148,-6.4007,-8.4658,5.9708,0.6340,4.5485
-2.1379,8.3371,3.6097,1.3547,-7.4130,-7.8953,-10.9284,8.6915,3.1871,2.6335
-4.9146,-6.1648,8.9232,7.6169,3.5083,9.8969,3.9925,-5.3351,6.9846,0.7596
-6.0273,-6.0997,7.1246,6.7356,2.4778,5.9519,5.7316,-7.4750,8.0642,0.3106
