-9.2351,11.1967,7.6313,-6.5814,-5.7459,-6.1922,-6.0272,3.0896,-2.6333,-4.3045
7.3785,1.5820,-3.9779,-8.8335,-3.3993,-2.2009,4.9410,4.5169,9.1893,-2.4315
-6.4562,3.0925,5.2454,1.8319,7.3999,0.6427,4.4216,-2.8331,-8.8562,-6.6468
8.3102,6.2574,7.4378,8.3363,2.1395,10.1845,-8.6589,-7.6130,-8.8474,-3.1678
6.0069,-5.9896,-9.7892,4.5203,4.6085,3.8851,6.8770,-7.5374,-2.9123,-9.2556
-5.2142,0.9796,-6.6472,7.4825,-6.2216,2.1491,-5.4311,-0.2008,0.1545,-7.1565
-2.8558,9.5420,5.9188,2.7031,-9.3166,-6.2803,-10.0514,6.9518,2.8495,2.8177
3.0091,6.6661,-2.2627,-6.0975,-6.6440,-2.5673,5.9594,4.8785,-10.8643,-1.9872
-2.9837,-4.3854,7.6937,5.6388,3.2420,5.2943,7.5045,-7.2961,9.8250,1.9178
-6.2906,1.5840,-10.6105,9.6944,-4.8283,3.6024,-0.7225,0.0562,1.6932,-6.2456
-2.5167,-5.8590,5.9024,-3.1963,-6.8156,0.9896,-8.0686,5.4217,-10.3134,8.4729
3.9154,-7.6761,-8.2830,9.5180,9.3163,4.2376,-4.7549,-8.1362,2.7893,-1.9610
-6.7210,1.2431,-1.0613,-0.0886,7.2944,-4.5174,-4.4662,4.2559,-6.3629,-8.4754
