Execution time: 908.448 ms
Cluster centers:
-9.5928,9.4297,6.6496,-5.765,-6.3294,-6.3597,-3.8998,0.49,-1.3604,-4.182
7.2712,2.4795,-3.3535,-8.7348,-3.7794,-3.5004,4.5826,2.7695,7.7493,-0.5504
-7.6226,4.2597,5.201,1.2212,5.4308,-0.1108,0.4532,-1.4446,-9.4816,-7.8395
9.3782,5.5224,8.7743,7.9,1.9722,8.4346,-8.2515,-6.1127,-9.1109,-3.5132
5.4677,-6.0283,-9.8942,6.2973,4.1218,4.5813,5.4056,-8.5125,-2.8265,-7.6781
2.2331,-7.2069,-4.1541,-2.6754,-0.8783,5.7044,-6.0082,0.2754,1.8435,-9.0665
-2.4942,9.0041,4.6254,1.9593,-6.8754,-6.871,-8.8185,7.3189,2.0319,4.1615
6.1407,7.9347,-3.6575,-7.8188,-5.4719,-1.4875,6.3592,7.214,-9.8716,0.2112
-4.1931,-6.7825,8.5795,6.1403,2.6412,7.4343,6.0852,-6.2673,7.845,0.7846
-7.5609,-0.0867,-9.3019,8.1767,-4.8295,3.2669,-3.7822,0.4102,0.9406,-6.2904
-2.231,-4.5994,6.5599,-2.877,-4.3855,0.8345,-7.1772,6.0386,-8.4912,9.7467
2.1466,-6.5757,-8.7021,8.9357,9.3325,6.1565,-3.8998,-8.05,3.6688,-1.2019
-9.3899,2.7393,-3.7525,0.1821,8.1451,-5.0049,-1.7972,5.1269,-5.4179,-8.463
Number of iterations: 3
