-8.3886,6.2732,0.5074
1.9716,-6.1585,-6.7167
1.4852,-6.2655,-6.1376
-3.8626,9.6914,4.0372
2.815,-5.9349,-5.7628
-2.7752,7.635,3.7323
-9.6118,7.6521,1.3784
-8.2833,7.4322,2.9255
-0.0806,-6.434,-7.5575
2.3505,-7.6927,-6.4052
2.3274,-6.5048,-5.2736
-9.7657,8.3236,2.2942
-7.6928,6.7526,0.9292
-8.1814,5.7242,3.6896
-9.4628,6.3023,0.7384
-2.8121,9.423,6.3621
-0.8723,7.3597,4.4035
1.9244,-6.02,-2.8024
-5.0221,9.7212,5.0463
-1.4068,-6.8295,-8.2529
2.29,-8.137,-7.2742
-1.8066,9.8704,4.6963
-9.1422,5.8852,1.8124
1.0318,-4.7205,-5.8494
-2.5834,10.0374,7.1846
-0.6461,7.151,4.2756
2.5546,-7.2907,-6.0032
-1.2673,6.3646,5.0728
-10.0097,9.5053,2.8398
-3.566,9.1066,4.0478
-2.2709,7.293,5.3371
-7.5754,7.7424,1.4223
1.7105,-6.5879,-7.2035
-4.8325,9.1653,5.8743
-7.974,8.8859,0.5972
-9.4072,6.9375,1.6793
-3.1413,9.8055,4.1761
-1.954,11.5557,3.2328
-2.3605,8.0642,4.3947
0.9822,-8.3816,-4.9626
1.6898,-7.2729,-9.7891
0.9365,-7.3873,-6.5281
-1.3879,8.7242,5.576
2.2503,-6.5098,-5.5949
-1.8752,9.2633,7.0919
-7.5556,6.2833,0.8215
-2.1032,6.5113,4.4156
-8.5955,7.673,2.9494
2.893,-6.0632,-7.0456
-9.5725,5.5841,0.2471
-0.2385,-7.9929,-6.7582
-2.207,7.914,4.237
3.0077,-6.5069,-5.1961
-9.7205,9.654,3.1821
-10.0853,8.1417,2.4268
0.2749,-7.816,-7.3603
-9.471,7.9058,2.9585
0.4983,-6.2203,-7.6721
-5.2837,6.9271,2.0795
-2.7328,8.5287,4.2043
-1.3615,8.2645,5.6333
-1.8441,7.161,4.7986
-7.5373,6.6485,1.8403
-3.9637,10.0154,4.9671
-2.7073,8.0225,5.3415
0.8157,-7.6619,-6.8263
2.1426,-4.3611,-8.5426
-9.5324,9.8856,0.7981
-9.5595,6.2535,2.0894
-10.7702,8.8415,1.2157
-10.8713,6.4827,2.7735
1.8875,-8.6399,-6.6496
-7.3427,5.7941,2.5743
-7.0441,8.2473,2.3888
2.378,-7.394,-6.7686
3.9736,-6.4014,-7.9234
-4.2117,10.2653,5.7241
-3.3589,7.1472,4.313
-9.143,7.2292,2.987
1.8473,-5.617,-7.9979
2.8478,-6.1686,-6.9223
-4.0468,6.929,2.3024
-8.892,8.2756,1.5894
-0.1849,-10.785,-5.4456
1.8713,-6.6711,-4.4875
-3.003,9.8203,3.9527
-2.0864,7.9682,3.9901
-10.3588,7.0762,2.2414
-0.0214,-6.136,-7.7201
-7.6817,5.5954,1.7772
-3.669,9.5149,3.8135
0.5839,-6.7005,-5.6573
0.737,-8.1735,-6.4276
-0.7904,7.5875,4.3336
-8.7016,7.0389,0.231
-7.9322,6.6008,1.9634
1.2837,-4.3743,-7.3917
-8.7545,8.7333,1.1032
-3.0628,9.6389,3.6584
-9.7523,8.257,1.8491
3.1508,-6.0763,-6.9284
-6.9861,5.9011,2.2325
-9.0658,7.0312,1.1046
1.4326,-8.089,-8.2203
-11.1183,7.039,2.4167
-4.2645,10.1336,1.9599
3.3396,-4.3676,-8.0453
-8.1971,6.2473,1.9374
-8.6786,7.3601,0.7624
1.2793,-5.5437,-5.7531
-9.8456,7.4558,0.074
4.144,-7.0101,-7.334
-1.0375,10.4028,6.0513
-1.3149,8.1399,7.2181
-7.1637,6.4096,4.0876
-2.6934,10.679,6.0158
-8.6874,9.7505,2.8878
-7.4559,6.0738,2.2194
-10.0504,7.5169,1.3588
