7.742,1.5256,5.0845,-9.1822,8.584,5.4837,-7.2135
-9.0723,-4.856,-3.5962,-1.0446,5.3328,-5.8276,0.2152
-6.1434,-8.0726,-4.3142,0.9171,-2.1858,-3.5886,1.968
1.3166,-10.1617,2.063,-6.4073,-7.6334,7.809,9.5981
5.2056,-4.1569,-9.5002,4.957,-2.9573,-9.3307,0.3386
7.3611,1.8703,6.4614,-11.0297,10.6873,7.3053,-6.2327
-7.5779,-3.7614,-2.6579,0.0569,5.5149,-6.0855,-0.0897
-1.3126,8.8558,4.6126,1.0399,-7.3229,-7.7649,-9.0113
-5.4231,-7.8811,-2.4109,1.6884,-1.6423,-3.8687,2.2221
-8.331,-2.6034,-4.0099,1.4529,7.429,-5.8654,-1.363
-2.1707,8.599,5.2727,4.2439,-6.6978,-6.6319,-9.2977
6.9461,3.3672,3.4285,-10.3285,11.5192,7.6267,-8.1383
-6.6576,-7.1527,-3.4744,1.4015,-1.1505,-4.9766,2.6933
-7.0905,-7.1007,-2.2971,2.4885,-0.6095,-3.392,1.6567
5.13,-4.5278,-8.7633,3.9948,-1.1408,-7.3592,-0.9771
6.3515,-3.2461,-8.2894,2.9432,-3.0565,-7.4566,-0.2535
-5.0927,-6.0043,-3.0431,0.3289,1.3185,-4.7799,3.9816
5.3791,-5.9412,-6.3291,4.7001,-2.4861,-6.7603,-0.6705
8.3014,1.7519,2.7717,-8.2363,11.4976,6.6076,-3.5941
-6.8963,-5.4819,-3.3132,0.4537,-2.4987,-4.858,1.7203
-8.0673,-4.3523,-2.4015,0.0695,5.7961,-4.6538,1.8899
-7.3884,-7.0495,-3.9196,1.7296,-0.9333,-4.9488,2.8854
-3.1214,9.5055,4.2818,1.8338,-6.14,-8.7895,-7.52
8.1641,-5.2346,-6.8906,2.0138,0.5961,-8.7008,0.0932
2.9888,-9.9384,1.7803,-8.4385,-7.815,10.136,10.1584
-2.3634,9.5996,5.1548,2.7931,-6.5553,-7.4128,-7.9987
-3.2424,9.2433,2.782,2.5764,-6.5815,-6.2414,-7.7802
1.3918,-9.4582,2.7529,-6.9213,-6.4932,9.5442,9.3376
6.3851,1.4759,3.8792,-8.5375,8.2353,6.2914,-4.8002
-7.4892,-4.079,-3.0995,-0.1731,5.859,-7.01,-0.6841
-7.2403,-4.1907,-1.375,-1.9867,7.4794,-7.1829,-0.3695
-2.7687,9.7531,5.2552,1.0377,-5.7936,-7.4161,-8.0303
8.2776,3.2408,6.3635,-9.9444,9.5078,6.2324,-5.7512
7.2858,2.2562,5.3264,-8.963,9.2289,8.0012,-8.1181
