-7.0798,-3.5821,-2.9402
-4.2879,10.5103,5.2942
-7.615,-4.3463,0.0267
-3.9315,8.3677,3.5583
-7.0494,-4.877,-4.4476
4.4,-7.4214,8.5003
4.6722,-10.6063,8.6397
4.112,-9.8401,9.1886
-6.2868,-2.2802,-3.6735
0.244,-4.9267,-6.9412
-6.5634,-3.1134,-0.5112
-3.2422,10.8323,5.415
3.6131,-9.3221,8.8966
4.6023,-10.2364,7.4866
1.256,-8.912,-8.2017
3.7741,-8.8351,11.2248
-5.8151,-2.7672,-3.2571
-5.3197,-4.3259,-2.8914
-1.9977,10.9494,5.4554
3.3168,-9.5266,9.5714
4.3549,-6.0524,-5.7203
-6.4445,-4.635,-3.2004
-2.1797,7.4971,5.3905
-5.8541,-3.8715,0.3623
1.9704,-7.4127,-7.2242
-8.3916,7.9106,2.0288
-9.3474,7.8089,1.1732
-5.514,-3.341,-1.2286
6.9248,-3.6659,-6.2348
1.186,-6.6763,-6.1984
-6.8757,-4.0751,-0.0556
5.8186,-5.291,-5.3166
5.3861,-9.9718,10.2436
7.5344,-5.2899,-6.0798
-7.9887,5.4107,3.7996
-9.7347,6.8748,2.2566
-1.2221,-3.8467,2.4407
2.7288,-7.1015,-8.2299
3.4822,-9.4892,9.4376
-5.9177,-4.5369,-2.0667
-7.5222,7.125,-0.0391
1.701,-9.7285,10.5705
-8.0643,7.316,2.239
6.8805,-6.5059,-4.8874
-0.7204,-4.5009,3.4837
1.1951,-5.7078,-5.382
-8.0476,-4.0151,-0.9283
4.3402,-9.7621,10.3942
-8.8075,8.8643,1.4958
-6.4558,-4.5876,-1.926
-5.4192,-2.9638,-1.4158
-1.696,8.7353,4.3601
7.1005,-6.0727,-5.8486
-2.3081,10.0649,5.7454
-6.5462,-3.1048,0.7725
6.4513,-6.3028,-6.4445
-0.7676,-3.9153,2.0016
-8.549,7.1533,2.6575
5.4203,-9.4936,8.591
5.5624,-5.2617,-5.8592
-1.1201,-5.006,1.7698
4.7736,-10.4872,6.4444
8.0636,-5.8187,-6.932
-1.2963,-2.8471,2.5845
-2.018,8.6563,4.5005
6.5945,-6.5814,-7.0551
3.4412,-7.103,9.5343
-3.4889,7.861,2.9525
3.1955,-10.4005,8.7349
-7.5497,-3.4851,-0.1586
-6.1275,-4.2378,0.6437
-6.7871,6.6297,1.923
2.1716,-6.8888,-7.3979
6.4477,-5.3409,-6.9796
-7.0561,-4.2959,0.4227
-8.5183,6.0081,3.0172
-6.8753,-2.8537,-3.0338
-10.8173,9.3503,2.8851
7.6749,-6.175,-6.4981
1.9958,-8.2852,-7.8651
4.3845,-9.5778,7.9981
7.012,-6.5154,-8.6727
-2.6884,-5.3524,2.0307
-2.1446,-5.0684,2.1693
6.5213,-6.1971,-7.8464
5.7079,-9.5555,10.9338
7.2854,-4.5346,-6.7137
-7.3903,-4.5587,-4.3309
2.8453,-6.5556,-6.056
-4.7059,-3.0476,1.9253
4.0156,-10.5537,9.4221
-8.6843,7.2408,3.1585
-0.1443,-4.5289,1.7009
-0.9159,-3.5142,2.9046
2.8103,-7.2008,-8.4657
-5.7286,-4.124,-2.6735
3.0736,-9.5091,8.4471
4.6822,-10.0812,10.1481
7.8579,-5.1601,-7.3656
4.1537,-10.71,7.947
-7.2552,-1.6382,-2.546
5.4525,-8.0697,-5.7406
6.0069,-8.5596,8.4765
4.6532,-8.8249,8.942
-2.2264,-3.2431,2.4262
5.7387,-5.9432,-6.3287
-2.5534,-4.5876,1.4853
-1.3735,-4.0423,3.9734
4.7748,-3.5569,-5.1627
-4.1112,8.7682,3.7966
0.0899,-4.5709,1.6813
3.6891,-6.9772,-6.5523
-3.6805,-4.6258,2.3907
2.1091,-6.7952,-7.9494
-9.1582,8.7144,2.3411
-7.2488,6.5731,-0.1397
-8.6029,3.6352,1.2146
-4.9661,-6.0071,1.8653
-2.4936,9.9166,3.7321
1.489,-7.8459,-7.0555
4.733,-8.2005,8.2788
-0.9265,-3.5266,2.5757
-1.5366,9.6361,3.0697
3.3357,-8.8289,9.1743
-9.0715,6.8723,1.8915
1.9681,-6.4809,-6.0949
5.6835,-4.6231,-5.9722
-9.5731,7.129,2.6882
-0.9809,-4.0816,2.2578
4.5675,-10.8548,10.5655
2.1122,-6.9248,-7.806
-2.1416,9.1624,3.7588
-1.3849,-5.1072,2.5193
-7.0916,-5.3375,-2.0302
-2.3883,-5.2723,3.0441
-5.9889,-2.7609,0.3719
-7.5249,6.6271,3.8865
4.9623,-6.838,-5.5904
-1.9668,-3.4859,3.8732
1.1124,-6.3454,-7.6069
5.6574,-6.6328,-5.9687
0.4807,-7.8809,-7.8023
-9.6018,7.707,1.0312
-9.3713,7.9634,2.7375
-6.1351,-3.7971,-0.1135
-7.4327,7.5243,-0.0803
6.7814,-7.564,-6.8045
-3.6989,8.3899,4.4554
-0.043,-3.8324,2.888
-1.1046,-3.6399,1.5494
4.6013,-7.9119,10.1242
-0.4188,-6.0349,-6.8857
-6.1705,-4.1693,-0.053
4.0005,-10.7767,9.592
-6.7447,-4.213,-0.0149
-7.2084,-3.4767,-3.9972
-7.7885,-1.8906,-1.2028
-5.6293,-4.4627,-1.8729
-5.4144,-5.1793,1.7796
2.659,-9.0334,-6.4331
-8.1814,6.6012,2.0822
-1.8003,-5.3531,0.8983
6.5642,-7.2928,-7.5582
7.2889,-4.0651,-5.9972
-6.9113,-4.2253,-0.9051
-9.4761,7.2657,3.1501
3.5526,-7.4914,-5.7442
-2.7232,8.9648,5.3147
-7.5315,-4.8119,-0.2335
2.519,-9.0512,-6.8882
-8.3758,-4.1168,-3.4541
-8.1258,8.3549,2.4105
-2.0722,-3.5699,2.0786
5.8947,-6.8701,-6.8395
-2.6328,-4.4032,3.8141
-7.7902,6.255,2.3677
-8.972,6.5468,2.9639
-1.0509,-3.6408,2.229
-5.3804,-4.5068,0.4879
-0.3383,8.8384,4.7631
-3.0113,7.9931,5.3482
-9.2979,6.2603,1.4691
1.1942,-6.6072,-6.4626
7.1507,-3.654,-7.0697
2.6441,-6.2758,-7.272
3.3365,-10.7891,10.6723
-4.0658,9.6203,3.3594
-1.9943,-3.9096,1.6416
-5.5144,-5.5331,-1.5761
5.7634,-10.3766,8.528
-8.4046,7.5392,1.6698
-7.4405,8.5147,1.4808
2.1755,-6.8975,-7.8565
-5.5636,-5.8871,-3.6424
6.461,-4.6457,-5.0579
8.6042,-4.2651,-6.8142
7.4941,-6.6392,-8.1193
-5.8666,-2.477,-3.1763
2.1782,-8.503,-4.9917
-6.104,-5.1996,0.8076
5.3344,-10.1121,11.3579
-0.3762,7.0622,4.4881
3.7964,-11.0631,9.2337
-2.6819,-2.2372,2.7162
-6.8363,-4.5898,0.6657
2.6177,-5.9514,-7.3766
-11.3158,6.285,3.1351
-9.5093,6.2277,0.9178
-1.6724,-4.1798,2.2341
1.9633,-8.5681,-8.0002
7.1695,-4.3531,-6.9912
-7.9465,6.0965,1.3424
1.1486,-6.603,-5.6846
-6.5004,-3.007,-1.1862
4.013,-8.7636,9.984
-8.125,-3.432,-3.0329
-6.418,-4.3147,-2.8944
-8.3935,7.7351,1.0809
-7.2897,-4.166,0.733
-7.6431,-3.0349,2.7413
-5.7715,-5.6455,-1.256
3.4281,-10.4474,8.6737
7.2354,-6.5222,-6.2508
0.3171,-6.3923,2.1596
-6.3476,-3.8035,-2.9358
-2.9813,7.035,5.3878
-2.754,-4.7709,2.1901
-7.5452,-3.4425,-3.0416
-8.2788,-5.5352,-2.1187
-1.5563,10.6266,5.9548
-5.9999,-4.3722,-3.653
-9.8166,6.8169,2.2622
6.4565,-5.2086,-6.656
2.7281,-8.8215,-6.8839
3.7687,-10.6749,9.501
-6.9863,6.9057,0.9247
3.2457,-6.7533,-7.3492
-1.1989,10.41,4.0777
-0.6079,-5.2905,3.747
-6.7304,-4.729,-3.9885
-10.0607,6.2167,3.3568
-0.4477,10.2227,5.6639
-1.9437,7.2535,5.3932
1.9288,-5.5012,-7.5516
-8.4531,8.4442,1.889
5.5,-6.5722,-5.66
-3.3092,8.9508,5.8773
4.3721,-10.3895,9.8544
-7.5929,-3.6574,1.3404
-0.8337,-4.1876,1.4909
-8.0322,-5.774,-1.269
-2.1894,7.4213,5.0804
-7.435,-4.6565,-1.7785
0.4933,-5.7084,1.2809
3.9409,-10.9449,9.6025
-3.1695,9.7131,5.0609
-10.0195,6.7009,0.2333
-0.9592,-3.864,3.4018
-2.1417,8.7008,5.5617
7.4238,-5.4669,-4.5591
1.2637,-6.235,-7.2626
-2.3486,-3.6772,2.2667
1.0449,-5.6362,-6.5248
-1.8885,9.192,3.3045
-5.8815,-4.4448,-0.2523
-7.8429,7.8991,1.7272
-6.5506,-4.4463,-2.5798
2.6091,-7.7017,-8.0994
1.463,-6.7302,-6.1094
-5.7188,-5.935,-0.645
-6.4855,-3.649,-1.7857
3.7731,-5.8714,-6.3707
-0.2196,-2.8186,2.1601
-6.6842,-3.8522,0.1198
-7.0115,-5.3719,-3.4015
-1.2656,-3.8399,0.0451
1.0744,-6.3286,-7.6136
7.674,-6.6578,-5.4307
6.6431,-5.9581,-4.1235
1.1638,-5.9229,-6.3632
-9.1379,7.3257,0.6472
6.7286,-5.4264,-6.1362
9.1326,-6.1409,-6.6886
-6.7172,-5.3415,-2.4803
3.5964,-4.8883,-6.4872
6.6773,-4.7742,-7.0067
-2.3521,-5.0497,1.6684
-7.2168,-3.9233,-4.4784
-6.1529,-4.6799,1.7727
-2.3245,11.0379,4.6467
6.9413,-6.1156,-6.5954
6.6446,-3.1638,-6.2188
-7.7019,7.4266,1.5709
-6.9668,-4.653,-3.7859
2.5734,-5.9217,-5.0725
-6.5217,-3.4088,-0.361
3.8004,-9.9834,9.322
6.4293,-5.0332,-6.7712
-5.4079,-3.3695,0.8914
3.4481,-9.8503,7.0621
-7.3454,6.9325,3.5018
-2.3605,8.6772,4.0265
-8.8885,-2.9438,-2.0656
-1.3509,-5.9719,2.7462
4.2631,-9.4443,9.4163
-8.7508,-6.4878,-2.9351
2.4522,-7.7409,-4.7015
